product_id,category,sub_category,veces_solicitado,unidades_totales_vendidas,ingresos_totales
OFF-FA-10002619,Office Supplies,Fasteners,7,28,408.0
OFF-FA-10002632,Office Supplies,Fasteners,2,5,28.0
OFF-FA-10002635,Office Supplies,Fasteners,4,10,130.0
OFF-FA-10002636,Office Supplies,Fasteners,3,9,93.0
OFF-FA-10002637,Office Supplies,Fasteners,1,2,24.0
OFF-FA-10002639,Office Supplies,Fasteners,1,6,66.0
OFF-FA-10002652,Office Supplies,Fasteners,6,16,140.0
OFF-FA-10002676,Office Supplies,Fasteners,5,15,25.0
OFF-FA-10002683,Office Supplies,Fasteners,1,5,39.0
OFF-FA-10002701,Office Supplies,Fasteners,2,8,13.0
OFF-FA-10002708,Office Supplies,Fasteners,1,2,5.0
OFF-FA-10002715,Office Supplies,Fasteners,7,20,318.0
OFF-FA-10002717,Office Supplies,Fasteners,1,4,41.0
OFF-FA-10002719,Office Supplies,Fasteners,14,52,522.0
OFF-FA-10002728,Office Supplies,Fasteners,2,13,178.0
OFF-FA-10002752,Office Supplies,Fasteners,4,12,129.0
OFF-FA-10002759,Office Supplies,Fasteners,2,7,134.0
OFF-FA-10002763,Office Supplies,Fasteners,6,25,88.0
OFF-FA-10002780,Office Supplies,Fasteners,5,37,93.0
OFF-FA-10002782,Office Supplies,Fasteners,3,11,76.0
OFF-FA-10002790,Office Supplies,Fasteners,2,10,134.0
OFF-FA-10002791,Office Supplies,Fasteners,2,5,56.0
OFF-FA-10002803,Office Supplies,Fasteners,3,23,254.0
OFF-FA-10002815,Office Supplies,Fasteners,4,15,76.0
OFF-FA-10002831,Office Supplies,Fasteners,1,2,5.0
OFF-FA-10002835,Office Supplies,Fasteners,4,13,67.0
OFF-FA-10002890,Office Supplies,Fasteners,4,21,149.0
OFF-FA-10002895,Office Supplies,Fasteners,14,49,485.0
OFF-FA-10002900,Office Supplies,Fasteners,1,2,15.0
OFF-FA-10002964,Office Supplies,Fasteners,2,8,103.0
OFF-FA-10002965,Office Supplies,Fasteners,2,6,117.0
OFF-FA-10002975,Office Supplies,Fasteners,4,24,76.0
OFF-FA-10002983,Office Supplies,Fasteners,3,15,46.0
OFF-FA-10002988,Office Supplies,Fasteners,8,33,59.0
OFF-FA-10002991,Office Supplies,Fasteners,9,35,272.0
OFF-FA-10002992,Office Supplies,Fasteners,1,2,9.0
OFF-FA-10003004,Office Supplies,Fasteners,5,24,189.0
OFF-FA-10003007,Office Supplies,Fasteners,3,17,157.0
OFF-FA-10003015,Office Supplies,Fasteners,2,3,20.0
OFF-FA-10003020,Office Supplies,Fasteners,4,16,130.0
OFF-FA-10003021,Office Supplies,Fasteners,6,22,36.0
OFF-FA-10003022,Office Supplies,Fasteners,8,22,222.0
OFF-FA-10003034,Office Supplies,Fasteners,2,8,48.0
OFF-FA-10003050,Office Supplies,Fasteners,3,12,140.0
OFF-FA-10003054,Office Supplies,Fasteners,1,2,20.0
OFF-FA-10003058,Office Supplies,Fasteners,7,21,178.0
OFF-FA-10003059,Office Supplies,Fasteners,8,21,34.0
OFF-FA-10003112,Office Supplies,Fasteners,7,22,148.0
OFF-FA-10003123,Office Supplies,Fasteners,6,24,142.0
OFF-FA-10003139,Office Supplies,Fasteners,7,19,228.0
OFF-FA-10003144,Office Supplies,Fasteners,2,5,63.0
OFF-FA-10003161,Office Supplies,Fasteners,5,21,235.0
OFF-FA-10003186,Office Supplies,Fasteners,6,27,359.0
OFF-FA-10003213,Office Supplies,Fasteners,1,4,54.0
OFF-FA-10003218,Office Supplies,Fasteners,4,26,303.0
OFF-FA-10003257,Office Supplies,Fasteners,3,14,136.0
OFF-FA-10003266,Office Supplies,Fasteners,1,4,39.0
OFF-FA-10003318,Office Supplies,Fasteners,3,13,181.0
OFF-FA-10003332,Office Supplies,Fasteners,2,3,23.0
OFF-FA-10003378,Office Supplies,Fasteners,3,12,154.0
OFF-FA-10003399,Office Supplies,Fasteners,1,5,18.0
OFF-FA-10003411,Office Supplies,Fasteners,2,9,102.0
OFF-FA-10003415,Office Supplies,Fasteners,1,2,28.0
OFF-FA-10003429,Office Supplies,Fasteners,1,1,13.0
OFF-FA-10003437,Office Supplies,Fasteners,5,19,334.0
OFF-FA-10003450,Office Supplies,Fasteners,1,2,27.0
OFF-FA-10003462,Office Supplies,Fasteners,4,11,116.0
OFF-FA-10003463,Office Supplies,Fasteners,7,35,340.0
OFF-FA-10003464,Office Supplies,Fasteners,3,10,95.0
OFF-FA-10003467,Office Supplies,Fasteners,4,15,30.0
OFF-FA-10003472,Office Supplies,Fasteners,5,21,27.0
OFF-FA-10003485,Office Supplies,Fasteners,2,12,27.0
OFF-FA-10003495,Office Supplies,Fasteners,7,35,190.0
OFF-FA-10003496,Office Supplies,Fasteners,8,24,184.0
OFF-FA-10003499,Office Supplies,Fasteners,5,18,162.0
OFF-FA-10003505,Office Supplies,Fasteners,3,10,142.0
OFF-FA-10003529,Office Supplies,Fasteners,4,12,86.0
OFF-FA-10003530,Office Supplies,Fasteners,9,35,605.0
OFF-FA-10003531,Office Supplies,Fasteners,1,3,41.0
OFF-FA-10003542,Office Supplies,Fasteners,1,5,14.0
OFF-FA-10003546,Office Supplies,Fasteners,1,2,27.0
OFF-FA-10003587,Office Supplies,Fasteners,3,10,72.0
OFF-FA-10003595,Office Supplies,Fasteners,4,13,93.0
OFF-FA-10003596,Office Supplies,Fasteners,5,20,224.0
OFF-FA-10003604,Office Supplies,Fasteners,5,17,146.0
OFF-FA-10003605,Office Supplies,Fasteners,5,24,231.0
OFF-FA-10003615,Office Supplies,Fasteners,6,19,99.0
OFF-FA-10003626,Office Supplies,Fasteners,5,19,233.0
OFF-FA-10003631,Office Supplies,Fasteners,3,6,61.0
OFF-FA-10003638,Office Supplies,Fasteners,8,31,332.0
OFF-FA-10003659,Office Supplies,Fasteners,5,14,100.0
OFF-FA-10003668,Office Supplies,Fasteners,1,6,58.0
OFF-FA-10003685,Office Supplies,Fasteners,1,2,33.0
OFF-FA-10003703,Office Supplies,Fasteners,1,2,34.0
OFF-FA-10003716,Office Supplies,Fasteners,3,7,108.0
OFF-FA-10003717,Office Supplies,Fasteners,1,5,97.0
OFF-FA-10003727,Office Supplies,Fasteners,2,16,197.0
OFF-FA-10003730,Office Supplies,Fasteners,7,31,408.0
OFF-FA-10003734,Office Supplies,Fasteners,7,16,176.0
OFF-FA-10003744,Office Supplies,Fasteners,4,14,121.0
OFF-FA-10003745,Office Supplies,Fasteners,10,44,669.0
OFF-FA-10003749,Office Supplies,Fasteners,1,4,17.0
OFF-FA-10003779,Office Supplies,Fasteners,5,14,170.0
OFF-FA-10003782,Office Supplies,Fasteners,6,20,256.0
OFF-FA-10003789,Office Supplies,Fasteners,5,14,184.0
OFF-FA-10003797,Office Supplies,Fasteners,3,10,87.0
OFF-FA-10003799,Office Supplies,Fasteners,3,14,140.0
OFF-FA-10003815,Office Supplies,Fasteners,2,11,116.0
OFF-FA-10003816,Office Supplies,Fasteners,1,1,6.0
OFF-FA-10003817,Office Supplies,Fasteners,5,20,328.0
OFF-FA-10003818,Office Supplies,Fasteners,6,35,285.0
OFF-FA-10003819,Office Supplies,Fasteners,6,16,185.0
OFF-FA-10003833,Office Supplies,Fasteners,5,19,195.0
OFF-FA-10003836,Office Supplies,Fasteners,6,10,160.0
OFF-FA-10003838,Office Supplies,Fasteners,5,21,275.0
OFF-FA-10003850,Office Supplies,Fasteners,1,3,11.0
OFF-FA-10003879,Office Supplies,Fasteners,12,47,320.0
OFF-FA-10003885,Office Supplies,Fasteners,7,25,208.0
OFF-FA-10003891,Office Supplies,Fasteners,6,16,148.0
OFF-FA-10003892,Office Supplies,Fasteners,7,26,233.0
OFF-FA-10003893,Office Supplies,Fasteners,5,15,182.0
OFF-FA-10003897,Office Supplies,Fasteners,1,8,113.0
OFF-FA-10003911,Office Supplies,Fasteners,9,32,312.0
OFF-FA-10003929,Office Supplies,Fasteners,6,23,228.0
OFF-FA-10003930,Office Supplies,Fasteners,4,14,158.0
OFF-FA-10003931,Office Supplies,Fasteners,5,19,150.0
OFF-FA-10003954,Office Supplies,Fasteners,1,1,8.0
OFF-FA-10003961,Office Supplies,Fasteners,5,20,138.0
OFF-FA-10003962,Office Supplies,Fasteners,9,25,227.0
OFF-FA-10003977,Office Supplies,Fasteners,3,13,132.0
OFF-FA-10003980,Office Supplies,Fasteners,5,21,226.0
OFF-FA-10003985,Office Supplies,Fasteners,8,35,185.0
OFF-FA-10003990,Office Supplies,Fasteners,3,16,304.0
OFF-FA-10003991,Office Supplies,Fasteners,1,3,17.0
OFF-FA-10003994,Office Supplies,Fasteners,4,17,137.0
OFF-FA-10004027,Office Supplies,Fasteners,8,35,330.0
OFF-FA-10004067,Office Supplies,Fasteners,5,19,221.0
OFF-FA-10004076,Office Supplies,Fasteners,3,15,25.0
OFF-FA-10004108,Office Supplies,Fasteners,1,5,21.0
OFF-FA-10004112,Office Supplies,Fasteners,1,3,8.0
OFF-FA-10004139,Office Supplies,Fasteners,2,8,104.0
OFF-FA-10004140,Office Supplies,Fasteners,3,9,112.0
OFF-FA-10004156,Office Supplies,Fasteners,1,1,14.0
OFF-FA-10004171,Office Supplies,Fasteners,3,7,64.0
OFF-FA-10004175,Office Supplies,Fasteners,5,18,177.0
OFF-FA-10004186,Office Supplies,Fasteners,8,33,249.0
OFF-FA-10004206,Office Supplies,Fasteners,3,7,40.0
OFF-FA-10004233,Office Supplies,Fasteners,3,7,71.0
OFF-FA-10004239,Office Supplies,Fasteners,4,11,93.0
OFF-FA-10004243,Office Supplies,Fasteners,1,6,32.0
OFF-FA-10004248,Office Supplies,Fasteners,5,16,64.0
OFF-FA-10004257,Office Supplies,Fasteners,5,21,375.0
OFF-FA-10004258,Office Supplies,Fasteners,5,19,167.0
OFF-FA-10004265,Office Supplies,Fasteners,6,28,200.0
OFF-FA-10004269,Office Supplies,Fasteners,1,2,17.0
OFF-FA-10004298,Office Supplies,Fasteners,6,15,157.0
OFF-FA-10004310,Office Supplies,Fasteners,2,6,62.0
OFF-FA-10004339,Office Supplies,Fasteners,5,30,295.0
OFF-FA-10004344,Office Supplies,Fasteners,6,23,215.0
OFF-FA-10004359,Office Supplies,Fasteners,2,5,48.0
OFF-FA-10004362,Office Supplies,Fasteners,2,14,118.0
OFF-FA-10004374,Office Supplies,Fasteners,1,3,28.0
OFF-FA-10004377,Office Supplies,Fasteners,2,4,14.0
OFF-FA-10004395,Office Supplies,Fasteners,5,18,77.0
OFF-FA-10004398,Office Supplies,Fasteners,5,29,363.0
OFF-FA-10004401,Office Supplies,Fasteners,2,9,52.0
OFF-FA-10004410,Office Supplies,Fasteners,6,27,189.0
OFF-FA-10004424,Office Supplies,Fasteners,5,23,395.0
OFF-FA-10004447,Office Supplies,Fasteners,9,28,361.0
OFF-FA-10004449,Office Supplies,Fasteners,2,9,103.0
OFF-FA-10004474,Office Supplies,Fasteners,2,7,117.0
OFF-FA-10004494,Office Supplies,Fasteners,2,6,44.0
OFF-FA-10004503,Office Supplies,Fasteners,2,8,46.0
OFF-FA-10004516,Office Supplies,Fasteners,3,7,55.0
OFF-FA-10004523,Office Supplies,Fasteners,8,26,308.0
OFF-FA-10004527,Office Supplies,Fasteners,7,20,227.0
OFF-FA-10004533,Office Supplies,Fasteners,7,27,163.0
OFF-FA-10004545,Office Supplies,Fasteners,6,14,136.0
OFF-FA-10004563,Office Supplies,Fasteners,1,2,33.0
OFF-FA-10004586,Office Supplies,Fasteners,3,6,30.0
OFF-FA-10004587,Office Supplies,Fasteners,2,6,64.0
OFF-FA-10004605,Office Supplies,Fasteners,3,12,138.0
OFF-FA-10004606,Office Supplies,Fasteners,7,17,142.0
OFF-FA-10004626,Office Supplies,Fasteners,7,16,82.0
OFF-FA-10004637,Office Supplies,Fasteners,3,11,102.0
OFF-FA-10004649,Office Supplies,Fasteners,4,9,97.0
OFF-FA-10004657,Office Supplies,Fasteners,3,12,126.0
OFF-FA-10004659,Office Supplies,Fasteners,7,22,218.0
OFF-FA-10004664,Office Supplies,Fasteners,4,14,186.0
OFF-FA-10004665,Office Supplies,Fasteners,2,9,84.0
OFF-FA-10004684,Office Supplies,Fasteners,4,11,143.0
OFF-FA-10004687,Office Supplies,Fasteners,1,2,27.0
OFF-FA-10004698,Office Supplies,Fasteners,5,22,175.0
OFF-FA-10004705,Office Supplies,Fasteners,6,22,211.0
OFF-FA-10004709,Office Supplies,Fasteners,6,26,419.0
OFF-FA-10004734,Office Supplies,Fasteners,7,24,352.0
OFF-FA-10004739,Office Supplies,Fasteners,3,7,93.0
OFF-FA-10004754,Office Supplies,Fasteners,4,11,176.0
OFF-FA-10004775,Office Supplies,Fasteners,1,3,8.0
OFF-FA-10004781,Office Supplies,Fasteners,6,18,131.0
OFF-FA-10004792,Office Supplies,Fasteners,3,10,67.0
OFF-FA-10004795,Office Supplies,Fasteners,10,32,302.0
OFF-FA-10004799,Office Supplies,Fasteners,3,12,142.0
OFF-FA-10004813,Office Supplies,Fasteners,6,23,307.0
OFF-FA-10004824,Office Supplies,Fasteners,4,20,324.0
OFF-FA-10004838,Office Supplies,Fasteners,4,20,33.0
OFF-FA-10004839,Office Supplies,Fasteners,5,16,277.0
OFF-FA-10004854,Office Supplies,Fasteners,8,29,296.0
OFF-FA-10004878,Office Supplies,Fasteners,6,28,467.0
OFF-FA-10004880,Office Supplies,Fasteners,3,12,197.0
OFF-FA-10004899,Office Supplies,Fasteners,5,15,288.0
OFF-FA-10004910,Office Supplies,Fasteners,7,25,203.0
OFF-FA-10004920,Office Supplies,Fasteners,5,15,142.0
OFF-FA-10004924,Office Supplies,Fasteners,5,15,112.0
OFF-FA-10004931,Office Supplies,Fasteners,5,19,220.0
OFF-FA-10004942,Office Supplies,Fasteners,3,13,162.0
OFF-FA-10004946,Office Supplies,Fasteners,5,16,118.0
OFF-FA-10004968,Office Supplies,Fasteners,4,16,58.0
OFF-FA-10004993,Office Supplies,Fasteners,2,4,59.0
OFF-FA-10004997,Office Supplies,Fasteners,6,25,354.0
OFF-FEL-10000070,Office Supplies,Storage,8,28,310.0
OFF-FEL-10000998,Office Supplies,Storage,8,14,202.0
OFF-FEL-10001261,Office Supplies,Storage,7,9,1070.0
OFF-FEL-10001343,Office Supplies,Storage,12,33,599.0
OFF-FEL-10001405,Office Supplies,Storage,10,22,1999.0
OFF-FEL-10001541,Office Supplies,Storage,15,22,3939.0
OFF-FEL-10001630,Office Supplies,Storage,14,28,5675.0
OFF-FEL-10001776,Office Supplies,Storage,11,30,2568.236
OFF-FEL-10001792,Office Supplies,Storage,13,27,515.0
OFF-FEL-10001796,Office Supplies,Storage,5,7,401.0
OFF-FEL-10001865,Office Supplies,Storage,20,61,5402.182
OFF-FEL-10002158,Office Supplies,Storage,11,27,623.0
OFF-FEL-10002399,Office Supplies,Storage,8,29,504.0
OFF-FEL-10002658,Office Supplies,Storage,5,14,411.0
OFF-FEL-10002837,Office Supplies,Storage,18,41,910.0
OFF-FEL-10002867,Office Supplies,Storage,15,46,2804.391
OFF-FEL-10002897,Office Supplies,Storage,9,16,886.0
OFF-FEL-10003785,Office Supplies,Storage,7,9,524.0
OFF-FEL-10003848,Office Supplies,Storage,12,32,1671.0
OFF-FEL-10004016,Office Supplies,Storage,5,15,723.0
OFF-FEL-10004117,Office Supplies,Storage,11,30,1549.0
OFF-FEL-10004224,Office Supplies,Storage,14,24,1234.0
OFF-FEL-10004665,Office Supplies,Storage,16,46,6407.659
OFF-FEL-10004974,Office Supplies,Storage,11,25,539.0
OFF-FIS-10000063,Office Supplies,Supplies,10,19,430.0
OFF-FIS-10000628,Office Supplies,Supplies,3,11,176.0
OFF-FIS-10000670,Office Supplies,Supplies,2,8,180.0
OFF-FIS-10001399,Office Supplies,Supplies,5,8,68.0
OFF-FIS-10001549,Office Supplies,Supplies,2,2,88.0
OFF-FIS-10001591,Office Supplies,Supplies,5,10,372.0
OFF-FIS-10001797,Office Supplies,Supplies,8,17,477.0
OFF-FIS-10002661,Office Supplies,Supplies,3,3,108.0
OFF-FIS-10002703,Office Supplies,Supplies,3,11,291.0
OFF-FIS-10002759,Office Supplies,Supplies,3,5,98.0
OFF-FIS-10002784,Office Supplies,Supplies,7,10,180.0
OFF-FIS-10002924,Office Supplies,Supplies,5,30,306.0
OFF-FIS-10002949,Office Supplies,Supplies,7,11,137.0
OFF-FIS-10003234,Office Supplies,Supplies,4,15,585.0
OFF-FIS-10003463,Office Supplies,Supplies,3,4,119.0
OFF-FIS-10004067,Office Supplies,Supplies,4,8,86.0
OFF-FIS-10004155,Office Supplies,Supplies,2,3,74.0
OFF-FIS-10004183,Office Supplies,Supplies,3,6,119.0
OFF-FIS-10004721,Office Supplies,Supplies,5,23,364.0
OFF-FIS-10004787,Office Supplies,Supplies,7,12,350.0
OFF-FIS-10004882,Office Supplies,Supplies,4,7,197.0
OFF-FIS-10004915,Office Supplies,Supplies,6,13,572.0
OFF-GLO-10000014,Office Supplies,Envelopes,3,10,309.0
OFF-GLO-10000016,Office Supplies,Envelopes,4,11,513.0
OFF-GLO-10000201,Office Supplies,Envelopes,2,5,38.0
OFF-GLO-10000485,Office Supplies,Envelopes,3,9,340.0
OFF-GLO-10000491,Office Supplies,Envelopes,4,9,431.0
OFF-GLO-10000617,Office Supplies,Envelopes,2,7,129.0
OFF-GLO-10000813,Office Supplies,Envelopes,1,1,15.0
OFF-GLO-10001127,Office Supplies,Envelopes,7,14,193.0
OFF-GLO-10001233,Office Supplies,Envelopes,2,4,40.0
OFF-GLO-10001348,Office Supplies,Envelopes,7,13,290.0
OFF-GLO-10001567,Office Supplies,Envelopes,3,5,67.0
OFF-GLO-10001688,Office Supplies,Envelopes,2,5,57.0
OFF-GLO-10002315,Office Supplies,Envelopes,3,3,144.0
OFF-GLO-10002982,Office Supplies,Envelopes,4,8,282.0
OFF-GLO-10003429,Office Supplies,Envelopes,3,9,192.0
OFF-GLO-10003463,Office Supplies,Envelopes,5,15,258.0
OFF-GLO-10003496,Office Supplies,Envelopes,3,3,81.0
OFF-GLO-10003639,Office Supplies,Envelopes,8,14,435.0
OFF-GLO-10003650,Office Supplies,Envelopes,5,6,114.0
OFF-GLO-10004123,Office Supplies,Envelopes,2,5,99.0
OFF-GLO-10004160,Office Supplies,Envelopes,2,2,29.0
OFF-GLO-10004223,Office Supplies,Envelopes,4,6,59.0
OFF-GLO-10004430,Office Supplies,Envelopes,5,17,146.0
OFF-GLO-10004610,Office Supplies,Envelopes,3,10,249.0
OFF-GRE-10000216,Office Supplies,Paper,7,17,398.0
OFF-GRE-10000320,Office Supplies,Paper,4,8,135.0
OFF-GRE-10000328,Office Supplies,Paper,4,12,83.0
OFF-GRE-10000492,Office Supplies,Paper,2,6,101.0
OFF-GRE-10001059,Office Supplies,Paper,5,18,534.0
OFF-GRE-10001084,Office Supplies,Paper,3,9,419.0
OFF-GRE-10001521,Office Supplies,Paper,4,6,114.0
OFF-GRE-10001774,Office Supplies,Paper,5,13,280.0
OFF-GRE-10001814,Office Supplies,Paper,3,3,62.0
OFF-GRE-10002109,Office Supplies,Paper,5,15,230.0
OFF-GRE-10002510,Office Supplies,Paper,3,3,90.0
OFF-GRE-10002555,Office Supplies,Paper,3,7,88.0
OFF-GRE-10002561,Office Supplies,Paper,6,21,500.0
OFF-GRE-10002738,Office Supplies,Paper,7,25,1180.0
OFF-GRE-10003213,Office Supplies,Paper,1,1,17.0
OFF-GRE-10003316,Office Supplies,Paper,2,8,133.0
OFF-GRE-10003334,Office Supplies,Paper,3,9,187.0
OFF-GRE-10003899,Office Supplies,Paper,1,1,14.0
OFF-GRE-10003943,Office Supplies,Paper,5,14,274.0
OFF-GRE-10004054,Office Supplies,Paper,4,17,260.0
OFF-GRE-10004359,Office Supplies,Paper,1,10,279.0
OFF-GRE-10004604,Office Supplies,Paper,6,11,547.0
OFF-GRE-10004796,Office Supplies,Paper,5,11,305.0
OFF-HAM-10000312,Office Supplies,Appliances,4,8,1801.0
OFF-HAM-10000430,Office Supplies,Appliances,1,1,70.0
OFF-HAM-10000822,Office Supplies,Appliances,1,2,114.0
OFF-HAM-10000983,Office Supplies,Appliances,1,2,997.0
OFF-HAM-10001107,Office Supplies,Appliances,2,3,502.002
OFF-HAM-10001302,Office Supplies,Appliances,2,6,562.123
OFF-HAM-10001387,Office Supplies,Appliances,1,1,17.0
OFF-HAM-10001621,Office Supplies,Appliances,4,5,1900.0
OFF-HAM-10001712,Office Supplies,Appliances,2,3,170.0
OFF-HAM-10002455,Office Supplies,Appliances,3,6,311.0
OFF-HAM-10002778,Office Supplies,Appliances,2,5,283.128
OFF-HAM-10003040,Office Supplies,Appliances,1,4,649.0
OFF-HAM-10003368,Office Supplies,Appliances,2,9,622.0
OFF-HAM-10003628,Office Supplies,Appliances,3,6,257.0
OFF-HAM-10003663,Office Supplies,Appliances,4,6,1410.0839999999998
OFF-HAM-10003872,Office Supplies,Appliances,2,6,259.0
OFF-HAM-10003992,Office Supplies,Appliances,3,8,385.0
OFF-HAM-10004122,Office Supplies,Appliances,4,6,1162.0
OFF-HAM-10004471,Office Supplies,Appliances,1,4,174.0
OFF-HAM-10004674,Office Supplies,Appliances,3,7,1196.086
OFF-HAM-10004805,Office Supplies,Appliances,2,4,106.0
OFF-HAM-10004896,Office Supplies,Appliances,3,16,399.955
OFF-HAM-10004917,Office Supplies,Appliances,4,6,1519.085
OFF-HAR-10000187,Office Supplies,Labels,4,10,119.0
OFF-HAR-10000242,Office Supplies,Labels,3,3,21.0
OFF-HAR-10000414,Office Supplies,Labels,2,2,7.0
OFF-HAR-10000495,Office Supplies,Labels,4,11,90.0
OFF-HAR-10000501,Office Supplies,Labels,6,15,107.0
OFF-HAR-10000681,Office Supplies,Labels,2,3,34.0
OFF-HAR-10001262,Office Supplies,Labels,8,21,191.0
OFF-HAR-10001310,Office Supplies,Labels,5,7,46.0
OFF-HAR-10001531,Office Supplies,Labels,3,8,60.0
OFF-HAR-10001714,Office Supplies,Labels,5,14,112.0
OFF-HAR-10001855,Office Supplies,Labels,2,3,20.0
OFF-HAR-10001913,Office Supplies,Labels,6,18,141.0
OFF-HAR-10001948,Office Supplies,Labels,4,8,37.0
OFF-HAR-10002083,Office Supplies,Labels,7,17,122.0
OFF-HAR-10002479,Office Supplies,Labels,5,7,93.0
OFF-HAR-10002914,Office Supplies,Labels,3,6,34.0
OFF-HAR-10003043,Office Supplies,Labels,2,8,61.0
OFF-HAR-10003514,Office Supplies,Labels,5,10,87.0
OFF-HAR-10003580,Office Supplies,Labels,3,12,130.0
OFF-HAR-10003659,Office Supplies,Labels,6,27,254.0
OFF-HAR-10004011,Office Supplies,Labels,5,14,90.0
OFF-HAR-10004099,Office Supplies,Labels,6,12,90.0
OFF-HAR-10004816,Office Supplies,Labels,3,6,67.0
OFF-HAR-10004896,Office Supplies,Labels,5,18,234.0
OFF-HON-10000137,Office Supplies,Labels,4,10,67.0
OFF-HON-10000172,Office Supplies,Labels,6,16,129.0
OFF-HON-10000278,Office Supplies,Labels,2,10,59.0
OFF-HON-10000934,Office Supplies,Labels,9,41,407.0
OFF-HON-10000966,Office Supplies,Labels,5,16,103.0
OFF-HON-10001102,Office Supplies,Labels,4,8,71.0
OFF-HON-10001132,Office Supplies,Labels,6,13,60.0
OFF-HON-10001204,Office Supplies,Labels,5,13,79.0
OFF-HON-10001508,Office Supplies,Labels,5,10,102.0
OFF-HON-10001706,Office Supplies,Labels,2,12,128.0
OFF-HON-10001723,Office Supplies,Labels,2,2,26.0
OFF-HON-10001783,Office Supplies,Labels,5,7,84.0
OFF-HON-10002389,Office Supplies,Labels,3,17,178.0
OFF-HON-10002456,Office Supplies,Labels,5,15,192.0
OFF-HON-10002610,Office Supplies,Labels,6,17,138.0
OFF-HON-10003010,Office Supplies,Labels,4,9,38.0
OFF-HON-10003230,Office Supplies,Labels,2,4,23.0
OFF-HON-10003538,Office Supplies,Labels,3,5,34.0
OFF-HON-10003921,Office Supplies,Labels,4,9,83.0
OFF-HON-10004014,Office Supplies,Labels,8,17,146.0
OFF-HON-10004621,Office Supplies,Labels,4,9,81.0
OFF-HON-10004698,Office Supplies,Labels,4,10,82.0
OFF-HON-10004800,Office Supplies,Labels,3,5,40.0
OFF-HON-10004825,Office Supplies,Labels,3,15,75.0
OFF-HOO-10000318,Office Supplies,Appliances,4,7,496.238
OFF-HOO-10000335,Office Supplies,Appliances,4,11,1106.841
OFF-HOO-10000445,Office Supplies,Appliances,3,3,1578.0
OFF-HOO-10000638,Office Supplies,Appliances,1,1,83.0
OFF-HOO-10001105,Office Supplies,Appliances,2,3,528.054
OFF-HOO-10001248,Office Supplies,Appliances,3,5,348.0
OFF-HOO-10001448,Office Supplies,Appliances,3,7,686.0
OFF-HOO-10001783,Office Supplies,Appliances,4,8,1236.2350000000001
OFF-HOO-10001881,Office Supplies,Appliances,4,12,1137.626
OFF-HOO-10001987,Office Supplies,Appliances,1,2,138.0
OFF-HOO-10002386,Office Supplies,Appliances,3,6,210.0
OFF-HOO-10002715,Office Supplies,Appliances,3,4,174.0
OFF-HOO-10002752,Office Supplies,Appliances,1,1,526.0
OFF-HOO-10002920,Office Supplies,Appliances,2,2,795.0
OFF-HOO-10002946,Office Supplies,Appliances,3,3,1704.0
OFF-HOO-10003246,Office Supplies,Appliances,2,2,68.0
OFF-HOO-10003269,Office Supplies,Appliances,3,9,452.0
OFF-HOO-10003338,Office Supplies,Appliances,6,17,1651.0
OFF-HOO-10003653,Office Supplies,Appliances,3,9,2163.0
OFF-HOO-10003820,Office Supplies,Appliances,5,9,680.0
OFF-HOO-10004188,Office Supplies,Appliances,3,8,496.0
OFF-HOO-10004243,Office Supplies,Appliances,3,7,925.232
OFF-HOO-10004910,Office Supplies,Appliances,5,12,1053.195
OFF-IBI-10000080,Office Supplies,Binders,16,30,357.0
OFF-IBI-10000099,Office Supplies,Binders,13,31,445.0
OFF-IBI-10000440,Office Supplies,Binders,15,29,360.0
OFF-IBI-10000684,Office Supplies,Binders,7,14,714.0
OFF-IBI-10000779,Office Supplies,Binders,10,14,118.0
OFF-IBI-10000951,Office Supplies,Binders,12,39,490.0
OFF-IBI-10000959,Office Supplies,Binders,8,19,949.0
OFF-IBI-10001123,Office Supplies,Binders,9,29,838.0
OFF-IBI-10001494,Office Supplies,Binders,9,21,150.0
OFF-IBI-10001640,Office Supplies,Binders,10,21,125.0
OFF-IBI-10001772,Office Supplies,Binders,16,35,227.0
OFF-IBI-10001951,Office Supplies,Binders,12,25,121.0
OFF-IBI-10002486,Office Supplies,Binders,13,15,123.0
OFF-IBI-10002637,Office Supplies,Binders,14,18,752.0
OFF-IBI-10002805,Office Supplies,Binders,12,17,338.0
OFF-IBI-10003191,Office Supplies,Binders,19,36,1025.0
OFF-IBI-10003422,Office Supplies,Binders,7,16,260.0
OFF-IBI-10003541,Office Supplies,Binders,9,33,1697.0
OFF-IBI-10003732,Office Supplies,Binders,9,16,123.0
OFF-IBI-10004074,Office Supplies,Binders,12,14,336.0
OFF-IBI-10004323,Office Supplies,Binders,5,9,136.0
OFF-IBI-10004855,Office Supplies,Binders,11,35,228.0
OFF-IBI-10004916,Office Supplies,Binders,10,17,218.0
OFF-IBI-10004959,Office Supplies,Binders,9,15,172.0
OFF-JIF-10000165,Office Supplies,Envelopes,5,11,142.0
OFF-JIF-10000375,Office Supplies,Envelopes,3,9,245.0
OFF-JIF-10000556,Office Supplies,Envelopes,2,4,78.0
OFF-JIF-10000704,Office Supplies,Envelopes,2,2,12.0
OFF-JIF-10000843,Office Supplies,Envelopes,2,2,34.0
OFF-JIF-10000890,Office Supplies,Envelopes,3,5,85.0
OFF-JIF-10000981,Office Supplies,Envelopes,4,8,106.0
