product_code,popularidad_global,ventas_acumuladas,clientes_distintos,unidades_acumuladas
OFF-FIS-10001797,8,477.0,8,17
OFF-FIS-10002661,3,108.0,3,3
OFF-FIS-10002703,3,291.0,3,11
OFF-FIS-10002759,3,98.0,3,5
OFF-FIS-10002784,7,180.0,7,10
OFF-FIS-10002924,5,306.0,5,30
OFF-FIS-10002949,7,137.0,7,11
OFF-FIS-10003234,4,585.0,4,15
OFF-FIS-10003463,3,119.0,3,4
OFF-FIS-10004067,4,86.0,4,8
OFF-FIS-10004155,2,74.0,2,3
OFF-FIS-10004183,3,119.0,3,6
OFF-FIS-10004721,5,364.0,5,23
OFF-FIS-10004787,7,350.0,7,12
OFF-FIS-10004882,4,197.0,4,7
OFF-FIS-10004915,6,572.0,6,13
OFF-GLO-10000014,3,309.0,3,10
OFF-GLO-10000016,4,513.0,4,11
OFF-GLO-10000201,2,38.0,2,5
OFF-GLO-10000485,3,340.0,3,9
OFF-GLO-10000491,4,431.0,4,9
OFF-GLO-10000617,2,129.0,2,7
OFF-GLO-10000813,1,15.0,1,1
OFF-GLO-10001127,7,193.0,7,14
OFF-GLO-10001233,2,40.0,2,4
OFF-GLO-10001348,7,290.0,7,13
OFF-GLO-10001567,3,67.0,3,5
OFF-GLO-10001688,2,57.0,2,5
OFF-GLO-10002315,3,144.0,3,3
OFF-GLO-10002982,4,282.0,4,8
OFF-GLO-10003429,3,192.0,3,9
OFF-GLO-10003463,5,258.0,5,15
OFF-GLO-10003496,3,81.0,3,3
OFF-GLO-10003639,8,435.0,8,14
OFF-GLO-10003650,5,114.0,5,6
OFF-GLO-10004123,2,99.0,2,5
OFF-GLO-10004160,2,29.0,2,2
OFF-GLO-10004223,4,59.0,4,6
OFF-GLO-10004430,5,146.0,5,17
OFF-GLO-10004610,3,249.0,3,10
OFF-GRE-10000216,7,398.0,7,17
OFF-GRE-10000320,4,135.0,4,8
OFF-GRE-10000328,4,83.0,4,12
OFF-GRE-10000492,2,101.0,2,6
OFF-GRE-10001059,5,534.0,5,18
OFF-GRE-10001084,3,419.0,3,9
OFF-GRE-10001521,4,114.0,4,6
OFF-GRE-10001774,5,280.0,5,13
OFF-GRE-10001814,3,62.0,3,3
OFF-GRE-10002109,5,230.0,5,15
OFF-GRE-10002510,3,90.0,3,3
OFF-GRE-10002555,3,88.0,3,7
OFF-GRE-10002561,6,500.0,6,21
OFF-GRE-10002738,7,1180.0,7,25
OFF-GRE-10003213,1,17.0,1,1
OFF-GRE-10003316,2,133.0,2,8
OFF-GRE-10003334,3,187.0,3,9
OFF-GRE-10003899,1,14.0,1,1
OFF-GRE-10003943,5,274.0,5,14
OFF-GRE-10004054,4,260.0,4,17
OFF-GRE-10004359,1,279.0,1,10
OFF-GRE-10004604,6,547.0,6,11
OFF-GRE-10004796,5,305.0,5,11
OFF-HAM-10000312,4,1801.0,4,8
OFF-HAM-10000430,1,70.0,1,1
OFF-HAM-10000822,1,114.0,1,2
OFF-HAM-10000983,1,997.0,1,2
OFF-HAM-10001107,2,502.002,2,3
OFF-HAM-10001302,2,562.123,2,6
OFF-HAM-10001387,1,17.0,1,1
OFF-HAM-10001621,4,1900.0,4,5
OFF-HAM-10001712,2,170.0,2,3
OFF-HAM-10002455,3,311.0,3,6
OFF-HAM-10002778,2,283.128,2,5
OFF-HAM-10003040,1,649.0,1,4
OFF-HAM-10003368,2,622.0,2,9
OFF-HAM-10003628,3,257.0,3,6
OFF-HAM-10003663,4,1410.0839999999998,4,6
OFF-HAM-10003872,2,259.0,2,6
OFF-HAM-10003992,3,385.0,3,8
OFF-HAM-10004122,4,1162.0,4,6
OFF-HAM-10004471,1,174.0,1,4
OFF-HAM-10004674,3,1196.086,3,7
OFF-HAM-10004805,2,106.0,2,4
OFF-HAM-10004896,3,399.955,3,16
OFF-HAM-10004917,4,1519.085,4,6
OFF-HAR-10000187,4,119.0,4,10
OFF-HAR-10000242,3,21.0,3,3
OFF-HAR-10000414,2,7.0,2,2
OFF-HAR-10000495,4,90.0,4,11
OFF-HAR-10000501,6,107.0,6,15
OFF-HAR-10000681,2,34.0,2,3
OFF-HAR-10001262,8,191.0,8,21
OFF-HAR-10001310,5,46.0,5,7
OFF-HAR-10001531,3,60.0,3,8
OFF-HAR-10001714,5,112.0,5,14
OFF-HAR-10001855,2,20.0,2,3
OFF-HAR-10001913,6,141.0,6,18
OFF-HAR-10001948,4,37.0,4,8
OFF-HAR-10002083,7,122.0,7,17
OFF-HAR-10002479,5,93.0,5,7
OFF-HAR-10002914,3,34.0,3,6
OFF-HAR-10003043,2,61.0,2,8
OFF-HAR-10003514,5,87.0,5,10
OFF-HAR-10003580,3,130.0,3,12
OFF-HAR-10003659,6,254.0,6,27
OFF-HAR-10004011,5,90.0,5,14
OFF-HAR-10004099,6,90.0,6,12
OFF-HAR-10004816,3,67.0,3,6
OFF-HAR-10004896,5,234.0,5,18
OFF-HON-10000137,4,67.0,4,10
OFF-HON-10000172,6,129.0,6,16
OFF-HON-10000278,2,59.0,2,10
OFF-HON-10000934,9,407.0,9,41
OFF-HON-10000966,5,103.0,5,16
OFF-HON-10001102,4,71.0,4,8
OFF-HON-10001132,6,60.0,6,13
OFF-HON-10001204,5,79.0,4,13
OFF-HON-10001508,5,102.0,5,10
OFF-HON-10001706,2,128.0,2,12
OFF-HON-10001723,2,26.0,2,2
OFF-HON-10001783,5,84.0,5,7
OFF-HON-10002389,3,178.0,3,17
OFF-HON-10002456,5,192.0,5,15
OFF-HON-10002610,6,138.0,6,17
OFF-HON-10003010,4,38.0,4,9
OFF-HON-10003230,2,23.0,2,4
OFF-HON-10003538,3,34.0,3,5
OFF-HON-10003921,4,83.0,4,9
OFF-HON-10004014,8,146.0,8,17
OFF-HON-10004621,4,81.0,4,9
OFF-HON-10004698,4,82.0,4,10
OFF-HON-10004800,3,40.0,3,5
OFF-HON-10004825,3,75.0,3,15
OFF-HOO-10000318,4,496.238,4,7
OFF-HOO-10000335,4,1106.841,4,11
OFF-HOO-10000445,3,1578.0,3,3
OFF-HOO-10000638,1,83.0,1,1
OFF-HOO-10001105,2,528.054,2,3
OFF-HOO-10001248,3,348.0,3,5
OFF-HOO-10001448,3,686.0,3,7
OFF-HOO-10001783,4,1236.2350000000001,4,8
OFF-HOO-10001881,4,1137.626,4,12
OFF-HOO-10001987,1,138.0,1,2
OFF-HOO-10002386,3,210.0,3,6
OFF-HOO-10002715,3,174.0,3,4
OFF-HOO-10002752,1,526.0,1,1
OFF-HOO-10002920,2,795.0,2,2
OFF-HOO-10002946,3,1704.0,3,3
OFF-HOO-10003246,2,68.0,2,2
OFF-HOO-10003269,3,452.0,3,9
OFF-HOO-10003338,6,1651.0,6,17
OFF-HOO-10003653,3,2163.0,3,9
OFF-HOO-10003820,5,680.0,5,9
OFF-HOO-10004188,3,496.0,3,8
OFF-HOO-10004243,3,925.232,3,7
OFF-HOO-10004910,5,1053.195,5,12
OFF-IBI-10000080,16,357.0,16,30
OFF-IBI-10000099,13,445.0,13,31
OFF-IBI-10000440,15,360.0,15,29
OFF-IBI-10000684,7,714.0,7,14
OFF-IBI-10000779,10,118.0,10,14
OFF-IBI-10000951,12,490.0,12,39
OFF-IBI-10000959,8,949.0,8,19
OFF-IBI-10001123,9,838.0,9,29
OFF-IBI-10001494,9,150.0,9,21
OFF-IBI-10001640,10,125.0,10,21
OFF-IBI-10001772,16,227.0,16,35
OFF-IBI-10001951,12,121.0,12,25
OFF-IBI-10002486,13,123.0,13,15
OFF-IBI-10002637,14,752.0,14,18
OFF-IBI-10002805,12,338.0,12,17
OFF-IBI-10003191,19,1025.0,18,36
OFF-IBI-10003422,7,260.0,7,16
OFF-IBI-10003541,9,1697.0,9,33
OFF-IBI-10003732,9,123.0,9,16
OFF-IBI-10004074,12,336.0,12,14
OFF-IBI-10004323,5,136.0,5,9
OFF-IBI-10004855,11,228.0,10,35
OFF-IBI-10004916,10,218.0,10,17
OFF-IBI-10004959,9,172.0,9,15
OFF-JIF-10000165,5,142.0,5,11
OFF-JIF-10000375,3,245.0,3,9
OFF-JIF-10000556,2,78.0,2,4
OFF-JIF-10000704,2,12.0,2,2
OFF-JIF-10000843,2,34.0,2,2
OFF-JIF-10000890,3,85.0,3,5
OFF-JIF-10000981,4,106.0,4,8
OFF-JIF-10002184,7,183.0,7,10
OFF-JIF-10002228,3,300.0,3,6
OFF-JIF-10002275,7,131.0,7,13
OFF-JIF-10002454,3,110.0,3,5
OFF-JIF-10002621,5,187.0,5,13
OFF-JIF-10002836,1,186.0,1,4
OFF-JIF-10003115,1,14.0,1,1
OFF-JIF-10003677,2,56.0,2,7
OFF-JIF-10003842,6,75.0,6,8
OFF-JIF-10003890,3,44.0,3,3
OFF-JIF-10003976,2,260.0,2,7
OFF-JIF-10004213,2,40.0,2,2
OFF-JIF-10004450,4,137.0,4,8
OFF-JIF-10004616,3,226.0,3,8
OFF-JIF-10004747,4,367.0,4,16
OFF-JIF-10004777,3,13.0,3,5
OFF-JIF-10004822,3,328.0,3,9
OFF-KIT-10000099,4,1272.172,4,9
OFF-KIT-10000624,2,138.0,2,4
OFF-KIT-10000717,4,500.0,4,6
OFF-KIT-10000964,3,480.0,3,7
OFF-KIT-10001040,1,140.0,1,2
OFF-KIT-10001213,1,1.055,1,2
OFF-KIT-10001245,2,155.0,2,3
OFF-KIT-10001380,3,621.239,3,6
OFF-KIT-10001609,2,169.0,2,3
OFF-KIT-10001791,3,843.052,3,5
OFF-KIT-10001899,5,628.0,4,8
OFF-KIT-10002357,3,339.0,3,4
OFF-KIT-10002678,4,491.0,4,10
OFF-KIT-10002828,3,1235.234,3,8
OFF-KIT-10003337,2,746.0,2,3
OFF-KIT-10003611,4,1711.1399999999999,4,5
OFF-KIT-10003683,3,802.425,3,8
OFF-KIT-10003757,1,317.0,1,2
OFF-KIT-10003938,3,145.0,3,3
OFF-KIT-10003990,2,258.0,2,3
OFF-KIT-10004058,3,741.41,3,8
OFF-KIT-10004515,5,2172.0,5,7
OFF-KIT-10004732,2,158.0,2,3
OFF-KLE-10000050,5,247.0,5,6
OFF-KLE-10000228,6,253.0,6,11
OFF-KLE-10000296,6,291.0,6,15
OFF-KLE-10000466,3,130.0,3,9
OFF-KLE-10000527,5,147.0,5,8
OFF-KLE-10000552,4,244.0,4,6
OFF-KLE-10001317,7,116.0,7,9
OFF-KLE-10001381,1,10.0,1,1
OFF-KLE-10001644,7,507.0,7,13
OFF-KLE-10001699,4,258.0,4,9
OFF-KLE-10001794,7,300.0,7,16
OFF-KLE-10002118,5,112.0,5,11
OFF-KLE-10002292,2,109.0,2,5
OFF-KLE-10002340,4,319.0,4,9
OFF-KLE-10002550,3,114.0,3,6
OFF-KLE-10002869,7,555.0,7,21
OFF-KLE-10003227,3,64.0,3,7
OFF-KLE-10003497,5,642.0,5,21
OFF-KLE-10004112,3,167.0,3,5
OFF-KLE-10004543,5,136.0,5,10
OFF-KLE-10004581,5,774.0,5,18
OFF-KLE-10004673,4,247.0,4,10
OFF-KLE-10004771,6,372.0,6,10
OFF-KRA-10000113,5,102.0,5,6
OFF-KRA-10000117,4,312.0,4,12
OFF-KRA-10000492,2,35.0,2,2
OFF-KRA-10000534,4,212.0,4,5
OFF-KRA-10000695,3,98.0,3,6
OFF-KRA-10000916,8,486.0,8,12
OFF-KRA-10001807,6,521.0,6,18
OFF-KRA-10001967,6,260.0,6,13
OFF-KRA-10002085,2,43.0,2,7
OFF-KRA-10002094,3,45.0,3,4
OFF-KRA-10002126,1,122.0,1,8
OFF-KRA-10002170,5,147.0,5,9
OFF-KRA-10002406,5,236.0,5,6
OFF-KRA-10002441,1,19.0,1,1
OFF-KRA-10002752,4,40.0,4,5
OFF-KRA-10002789,7,280.0,7,16
OFF-KRA-10002828,3,87.0,3,5
OFF-KRA-10003337,4,599.0,4,17
OFF-KRA-10003816,3,222.0,3,6
OFF-KRA-10004192,1,26.0,1,1
OFF-KRA-10004624,2,40.0,2,2
OFF-KRA-10004876,3,273.0,3,7
OFF-KRA-10004892,5,111.0,5,13
OFF-LA-10000039,6,171.0,6,19
OFF-LA-10000073,6,131.0,6,25
OFF-LA-10000081,4,51.0,4,14
OFF-LA-10000095,8,146.0,8,31
OFF-LA-10000108,4,144.0,4,12
OFF-LA-10000114,1,36.0,1,6
OFF-LA-10000116,4,45.0,4,12
OFF-LA-10000121,3,91.0,3,15
OFF-LA-10000134,11,243.0,11,38
OFF-LA-10000151,3,37.0,3,9
OFF-LA-10000155,1,9.0,1,3
OFF-LA-10000157,2,66.0,2,6
OFF-LA-10000190,5,98.0,5,23
OFF-LA-10000195,5,202.0,5,25
OFF-LA-10000203,10,150.0,10,40
OFF-LA-10000216,5,59.0,5,11
OFF-LA-10000219,8,212.0,8,35
OFF-LA-10000220,1,12.0,1,2
OFF-LA-10000236,6,143.0,6,19
OFF-LA-10000240,7,154.0,7,23
OFF-LA-10000244,6,266.0,6,28
OFF-LA-10000248,6,68.0,6,19
OFF-LA-10000262,6,56.0,6,23
OFF-LA-10000271,5,165.0,5,15
OFF-LA-10000276,6,118.0,6,21
OFF-LA-10000296,4,136.0,4,13
OFF-LA-10000305,4,97.0,4,16
OFF-LA-10000321,2,25.0,2,4
OFF-LA-10000322,5,132.0,5,23
OFF-LA-10000334,6,211.0,6,29
OFF-LA-10000341,2,96.0,2,8
OFF-LA-10000345,2,48.0,2,10
OFF-LA-10000356,5,100.0,5,16
OFF-LA-10000370,7,273.0,7,29
OFF-LA-10000379,7,255.0,7,25
OFF-LA-10000404,5,196.0,5,17
OFF-LA-10000407,4,96.0,4,20
OFF-LA-10000413,8,206.0,8,29
OFF-LA-10000414,4,155.0,4,15
OFF-LA-10000425,13,544.0,13,56
OFF-LA-10000436,3,95.0,3,14
OFF-LA-10000438,2,87.0,2,8
OFF-LA-10000443,8,67.0,8,22
OFF-LA-10000448,10,166.0,10,32
OFF-LA-10000452,6,51.0,6,17
OFF-LA-10000471,4,172.0,4,17
OFF-LA-10000473,1,17.0,1,2
OFF-LA-10000476,2,20.0,2,5
OFF-LA-10000477,3,46.0,3,10
OFF-LA-10000483,1,14.0,1,2
OFF-LA-10000495,2,18.0,2,10
OFF-LA-10000506,10,373.0,10,43
OFF-LA-10000508,5,139.0,5,21
OFF-LA-10000519,6,186.0,6,26
OFF-LA-10000536,3,143.0,3,13
OFF-LA-10000540,5,85.0,5,20
OFF-LA-10000553,2,30.0,2,5
OFF-LA-10000560,1,23.0,1,4
OFF-LA-10000590,3,197.0,3,15
OFF-LA-10000598,6,142.0,6,31
OFF-LA-10000604,4,242.0,4,19
OFF-LA-10000615,7,267.0,7,39
OFF-LA-10000624,7,246.0,7,31
OFF-LA-10000633,6,115.0,6,24
OFF-LA-10000634,4,33.0,4,13
OFF-LA-10000635,4,109.0,4,11
OFF-LA-10000648,7,177.0,7,28
OFF-LA-10000658,6,264.0,6,27
OFF-LA-10000668,10,352.0,10,40
OFF-LA-10000685,1,12.0,1,1
OFF-LA-10000688,5,148.0,5,16
OFF-LA-10000692,6,200.0,6,33
OFF-LA-10000700,3,68.0,3,6
OFF-LA-10000707,11,464.0,11,53
OFF-LA-10000709,3,118.0,3,9
OFF-LA-10000713,1,21.0,1,4
OFF-LA-10000714,5,43.0,5,14
OFF-LA-10000732,8,179.0,8,34
OFF-LA-10000738,7,113.0,7,25
OFF-LA-10000757,1,62.0,1,6
OFF-LA-10000760,6,157.0,6,23
OFF-LA-10000765,6,186.0,6,26
OFF-LA-10000767,2,44.0,2,4
OFF-LA-10000779,2,40.0,2,6
OFF-LA-10000784,5,71.0,5,10
OFF-LA-10000793,2,90.0,2,12
OFF-LA-10000818,1,26.0,1,4
OFF-LA-10000845,7,53.0,7,21
OFF-LA-10000861,3,180.0,3,14
OFF-LA-10000869,4,171.0,4,18
OFF-LA-10000879,9,331.0,9,44
OFF-LA-10000880,3,89.0,3,9
OFF-LA-10000897,4,49.0,4,11
OFF-LA-10000901,1,37.0,1,4
OFF-LA-10000927,1,7.0,1,3
OFF-LA-10000934,5,70.0,5,10
OFF-LA-10000950,5,196.0,5,19
OFF-LA-10000959,2,15.0,2,3
OFF-LA-10000970,3,45.0,3,8
OFF-LA-10000973,3,18.0,3,7
OFF-LA-10000984,4,81.0,4,13
OFF-LA-10000989,5,42.0,5,16
OFF-LA-10000990,7,168.0,7,24
OFF-LA-10001019,6,181.0,6,21
OFF-LA-10001026,2,54.0,2,9
OFF-LA-10001028,4,77.0,4,12
OFF-LA-10001038,6,197.0,6,28
OFF-LA-10001045,6,44.0,6,18
OFF-LA-10001063,3,51.0,3,9
OFF-LA-10001065,5,74.0,5,16
OFF-LA-10001067,1,21.0,1,7
OFF-LA-10001074,6,421.0,6,39
OFF-LA-10001075,2,60.0,2,6
OFF-LA-10001092,1,17.0,1,2
OFF-LA-10001154,4,149.0,4,19
OFF-LA-10001158,7,278.0,7,28
OFF-LA-10001169,4,186.0,4,30
OFF-LA-10001170,2,47.0,2,5
OFF-LA-10001175,4,47.0,4,17
OFF-LA-10001184,6,229.0,6,21
OFF-LA-10001185,4,60.0,4,10
OFF-LA-10001187,2,102.0,2,8
OFF-LA-10001188,2,112.0,2,14
OFF-LA-10001191,5,112.0,5,16
OFF-LA-10001194,1,39.0,1,5
OFF-LA-10001202,1,9.0,1,3
OFF-LA-10001215,1,9.0,1,1
OFF-LA-10001228,1,5.0,1,2
OFF-LA-10001229,2,26.0,2,4
OFF-LA-10001230,3,75.0,3,16
OFF-LA-10001246,2,26.0,1,4
OFF-LA-10001256,1,6.0,1,4
OFF-LA-10001265,5,151.0,5,18
OFF-LA-10001284,5,162.0,5,22
OFF-LA-10001287,1,4.0,1,2
OFF-LA-10001292,7,178.0,7,31
OFF-LA-10001294,3,52.0,3,9
OFF-LA-10001297,6,249.0,6,24
OFF-LA-10001299,4,77.0,4,11
OFF-LA-10001312,6,136.0,6,22
OFF-LA-10001317,5,47.0,5,15
OFF-LA-10001375,4,80.0,4,10
OFF-LA-10001383,1,38.0,1,8
OFF-LA-10001402,5,215.0,5,16
OFF-LA-10001404,4,44.0,4,13
OFF-LA-10001413,7,267.0,7,25
OFF-LA-10001417,1,10.0,1,2
OFF-LA-10001444,4,42.0,4,11
OFF-LA-10001469,3,62.0,3,14
OFF-LA-10001471,2,92.0,2,16
OFF-LA-10001474,4,575.0,4,20
OFF-LA-10001484,5,108.0,5,18
OFF-LA-10001497,5,45.0,5,12
OFF-LA-10001538,1,11.0,1,2
OFF-LA-10001541,3,189.0,3,17
OFF-LA-10001546,5,176.0,5,20
OFF-LA-10001548,7,191.0,7,26
OFF-LA-10001549,2,97.0,2,9
OFF-LA-10001569,11,177.0,10,40
OFF-LA-10001582,2,27.0,2,13
OFF-LA-10001607,6,195.0,5,18
OFF-LA-10001613,13,117.0,13,44
OFF-LA-10001618,5,245.0,5,28
OFF-LA-10001633,3,44.0,3,5
OFF-LA-10001634,7,189.0,7,22
OFF-LA-10001641,8,106.0,8,35
OFF-LA-10001658,6,142.0,6,24
OFF-LA-10001669,2,56.0,2,6
OFF-LA-10001672,8,385.0,8,40
OFF-LA-10001676,5,113.0,5,16
OFF-LA-10001677,3,125.0,3,17
OFF-LA-10001701,7,109.0,7,29
OFF-LA-10001719,1,27.0,1,2
OFF-LA-10001731,8,177.0,8,20
OFF-LA-10001738,4,116.0,4,11
OFF-LA-10001764,7,103.0,7,30
OFF-LA-10001771,5,94.0,5,22
OFF-LA-10001778,3,70.0,3,9
OFF-LA-10001793,2,49.0,2,7
OFF-LA-10001800,6,178.0,6,24
OFF-LA-10001803,3,91.0,3,14
OFF-LA-10001830,8,242.0,7,47
OFF-LA-10001831,5,140.0,5,15
OFF-LA-10001833,5,201.0,5,18
OFF-LA-10001839,3,66.0,3,8
OFF-LA-10001865,1,15.0,1,2
OFF-LA-10001867,4,86.0,4,11
OFF-LA-10001873,1,17.0,1,3
OFF-LA-10001915,3,211.0,3,18
OFF-LA-10001924,1,27.0,1,9
OFF-LA-10001930,2,48.0,2,6
OFF-LA-10001934,4,110.0,4,15
OFF-LA-10001942,7,236.0,7,34
OFF-LA-10001982,5,72.0,5,20
OFF-LA-10002015,5,53.0,5,15
OFF-LA-10002020,6,277.0,6,29
OFF-LA-10002029,6,168.0,6,31
OFF-LA-10002034,4,89.0,4,18
OFF-LA-10002037,2,83.0,2,10
OFF-LA-10002043,5,159.0,5,16
OFF-LA-10002063,7,145.0,7,31
OFF-LA-10002068,10,334.0,10,51
OFF-LA-10002086,3,109.0,3,10
OFF-LA-10002088,7,77.0,7,16
OFF-LA-10002107,9,224.0,9,24
OFF-LA-10002123,3,97.0,3,9
OFF-LA-10002139,9,341.0,9,34
OFF-LA-10002159,4,85.0,4,8
OFF-LA-10002180,7,280.0,7,23
OFF-LA-10002183,7,108.0,7,20
OFF-LA-10002195,5,92.0,5,30
OFF-LA-10002199,7,104.0,7,20
OFF-LA-10002225,3,165.0,3,14
OFF-LA-10002258,5,68.0,5,16
OFF-LA-10002271,5,48.0,5,16
OFF-LA-10002272,7,201.0,7,27
OFF-LA-10002289,7,206.0,6,30
OFF-LA-10002295,7,200.0,6,29
OFF-LA-10002312,5,177.0,5,13
OFF-LA-10002319,5,88.0,5,13
OFF-LA-10002323,3,105.0,3,15
OFF-LA-10002324,3,117.0,3,14
OFF-LA-10002325,1,65.0,1,6
OFF-LA-10002334,13,430.0,13,51
OFF-LA-10002337,1,24.0,1,2
OFF-LA-10002353,3,110.0,3,12
OFF-LA-10002354,5,168.0,5,20
OFF-LA-10002364,6,349.0,6,33
OFF-LA-10002368,3,17.0,3,7
OFF-LA-10002381,2,24.0,2,8
OFF-LA-10002389,2,54.0,2,11
OFF-LA-10002401,6,138.0,6,23
OFF-LA-10002465,5,168.0,5,18
OFF-LA-10002469,5,143.0,5,23
OFF-LA-10002473,1,9.0,1,4
OFF-LA-10002475,6,122.0,6,18
OFF-LA-10002486,5,155.0,5,20
OFF-LA-10002490,2,45.0,2,7
OFF-LA-10002493,7,158.0,7,17
OFF-LA-10002523,1,43.0,1,7
OFF-LA-10002544,5,121.0,5,16
OFF-LA-10002559,2,35.0,2,4
OFF-LA-10002575,6,246.0,6,35
OFF-LA-10002596,5,118.0,5,18
OFF-LA-10002598,6,83.0,6,13
OFF-LA-10002609,5,206.0,5,24
OFF-LA-10002625,5,61.0,5,13
OFF-LA-10002630,6,258.0,6,31
OFF-LA-10002633,7,221.0,7,28
OFF-LA-10002635,4,65.0,4,13
OFF-LA-10002650,7,150.0,7,25
OFF-LA-10002651,5,61.0,5,19
OFF-LA-10002673,4,55.0,4,12
OFF-LA-10002674,6,359.0,6,34
OFF-LA-10002681,4,57.0,4,13
OFF-LA-10002688,1,5.0,1,3
OFF-LA-10002703,5,202.0,5,22
OFF-LA-10002731,3,72.0,3,14
OFF-LA-10002733,7,216.0,7,28
OFF-LA-10002741,6,162.0,6,17
OFF-LA-10002744,2,15.0,2,3
OFF-LA-10002752,6,194.0,6,17
OFF-LA-10002762,8,639.0,8,51
OFF-LA-10002765,7,186.0,7,24
OFF-LA-10002770,1,12.0,1,2
OFF-LA-10002782,5,65.0,5,16
OFF-LA-10002787,6,90.0,6,24
OFF-LA-10002805,2,63.0,2,5
OFF-LA-10002806,11,460.0,9,46
OFF-LA-10002821,3,68.0,3,10
OFF-LA-10002827,3,37.0,3,12
OFF-LA-10002848,5,112.0,5,18
OFF-LA-10002851,2,46.0,2,4
OFF-LA-10002868,5,100.0,5,16
OFF-LA-10002875,4,196.0,4,22
OFF-LA-10002876,3,51.0,3,7
OFF-LA-10002883,3,56.0,3,10
OFF-LA-10002895,7,173.0,7,26
OFF-LA-10002900,1,9.0,1,2
OFF-LA-10002927,7,118.0,7,19
OFF-LA-10002939,8,247.0,8,25
OFF-LA-10002943,2,48.0,2,5
OFF-LA-10002945,6,153.0,6,29
OFF-LA-10002964,5,256.0,5,26
OFF-LA-10002972,6,100.0,6,19
OFF-LA-10002974,5,123.0,5,16
OFF-LA-10002980,3,66.0,3,12
OFF-LA-10002992,7,205.0,7,25
OFF-LA-10002995,4,103.0,4,12
OFF-LA-10002996,3,107.0,3,10
OFF-LA-10003057,1,18.0,1,2
OFF-LA-10003058,2,42.0,2,5
OFF-LA-10003077,2,59.0,2,8
OFF-LA-10003084,5,242.0,5,27
OFF-LA-10003090,2,50.0,2,11
OFF-LA-10003119,1,32.0,1,4
OFF-LA-10003121,3,67.0,3,17
OFF-LA-10003132,8,180.0,8,29
OFF-LA-10003140,7,105.0,7,24
OFF-LA-10003141,12,413.0,12,47
OFF-LA-10003148,5,96.0,5,16
OFF-LA-10003155,1,8.0,1,2
OFF-LA-10003190,9,80.0,8,30
OFF-LA-10003210,10,423.0,10,45
OFF-LA-10003215,3,49.0,3,9
OFF-LA-10003217,5,191.0,5,25
OFF-LA-10003223,6,88.0,6,19
OFF-LA-10003231,2,15.0,2,4
OFF-LA-10003233,6,238.0,6,24
OFF-LA-10003236,7,94.0,7,30
OFF-LA-10003271,8,203.0,8,34
OFF-LA-10003273,5,140.0,5,17
OFF-LA-10003278,2,114.0,2,10
OFF-LA-10003283,12,452.0,12,58
OFF-LA-10003285,7,116.0,7,25
OFF-LA-10003290,6,73.0,6,16
OFF-LA-10003295,6,247.0,6,23
OFF-LA-10003297,1,22.0,1,2
OFF-LA-10003327,4,90.0,4,16
OFF-LA-10003337,10,253.0,10,39
OFF-LA-10003338,9,364.0,9,41
OFF-LA-10003372,5,53.0,5,15
OFF-LA-10003376,1,33.0,1,6
OFF-LA-10003379,6,147.0,6,15
OFF-LA-10003381,15,424.0,15,48
OFF-LA-10003388,1,6.0,1,2
OFF-LA-10003390,4,108.0,4,12
OFF-LA-10003396,12,528.0,12,46
OFF-LA-10003422,6,173.0,6,25
OFF-LA-10003435,10,246.0,10,34
OFF-LA-10003437,8,221.0,8,27
OFF-LA-10003444,2,88.0,2,8
OFF-LA-10003459,3,64.0,3,9
OFF-LA-10003487,6,62.0,6,12
OFF-LA-10003498,4,265.0,4,18
OFF-LA-10003503,6,93.0,6,17
OFF-LA-10003505,7,263.0,7,26
OFF-LA-10003510,11,1233.0,11,43
OFF-LA-10003511,5,75.0,5,15
OFF-LA-10003515,4,100.0,4,12
OFF-LA-10003537,2,63.0,2,5
OFF-LA-10003551,2,102.0,2,16
OFF-LA-10003583,4,84.0,4,14
OFF-LA-10003591,6,202.0,6,21
OFF-LA-10003594,4,74.0,4,15
OFF-LA-10003610,7,264.0,7,29
OFF-LA-10003617,4,94.0,4,15
OFF-LA-10003627,5,63.0,5,17
OFF-LA-10003644,9,267.0,9,36
OFF-LA-10003663,3,35.0,3,13
OFF-LA-10003674,1,64.0,1,6
OFF-LA-10003678,3,91.0,3,15
OFF-LA-10003699,5,152.0,5,27
OFF-LA-10003714,3,22.0,3,7
OFF-LA-10003717,5,58.0,5,10
OFF-LA-10003720,7,85.0,7,25
OFF-LA-10003766,7,110.0,7,35
OFF-LA-10003778,2,40.0,2,5
OFF-LA-10003795,2,69.0,2,11
OFF-LA-10003807,5,89.0,5,14
OFF-LA-10003809,7,183.0,7,30
OFF-LA-10003820,3,103.0,3,15
OFF-LA-10003821,2,12.0,2,4
OFF-LA-10003827,4,192.0,4,14
OFF-LA-10003848,2,34.0,2,7
OFF-LA-10003851,2,49.0,2,7
OFF-LA-10003898,1,8.0,1,3
OFF-LA-10003923,9,520.0,9,37
OFF-LA-10003929,1,10.0,1,2
OFF-LA-10003930,8,3324.0,8,36
OFF-LA-10003955,8,299.0,8,40
OFF-LA-10003967,1,55.0,1,5
OFF-LA-10003969,3,94.0,3,9
OFF-LA-10003971,5,167.0,5,15
OFF-LA-10003973,6,273.0,6,34
OFF-LA-10003982,2,37.0,2,11
OFF-LA-10004007,5,248.0,5,23
